Date,Year,DayOfYear,Daily_Spending_RM
2023-03-03,2023,62,100.4
2023-03-04,2023,63,49.05
2023-03-05,2023,64,120.25
2023-03-06,2023,65,93.2
2023-03-07,2023,66,29.7
2023-03-08,2023,67,101.63
2023-03-09,2023,68,34.19
2023-03-10,2023,69,33.07
2023-03-11,2023,70,45.23
2023-03-12,2023,71,50.37
2023-03-13,2023,72,35.52
2023-03-14,2023,73,40.95
2023-03-15,2023,74,109.18
2023-03-16,2023,75,36.48
2023-03-17,2023,76,41.38
2023-03-18,2023,77,129.32
2023-03-19,2023,78,38.99
2023-03-20,2023,79,38.77
2023-03-21,2023,80,112.92
2023-03-22,2023,81,85.66
2023-03-23,2023,82,31.78
2023-03-24,2023,83,28.52
2023-03-25,2023,84,52.13
2023-03-26,2023,85,27.82
2023-03-27,2023,86,42.93
2023-03-28,2023,87,126.29
2023-03-29,2023,88,39.92
2023-03-30,2023,89,26.57
2023-03-31,2023,90,119.09
2023-04-01,2023,91,98.73
2023-04-02,2023,92,58.75
2023-04-03,2023,93,83.76
2023-04-04,2023,94,46.54
2023-04-05,2023,95,33.07
2023-04-06,2023,96,30.83
2023-04-07,2023,97,32.33
2023-04-08,2023,98,52.03
2023-04-09,2023,99,58.08
2023-04-10,2023,100,71.3
2023-04-11,2023,101,75.76
2023-04-12,2023,102,48.16
2023-04-13,2023,103,81.57
2023-04-14,2023,104,36.32
2023-04-15,2023,105,38.21
2023-04-16,2023,106,56.32
2023-04-17,2023,107,35.74
2023-04-18,2023,108,29.54
2023-04-19,2023,109,48.05
2023-04-20,2023,110,48.56
2023-04-21,2023,111,72.11
2023-04-22,2023,112,44.15
2023-04-23,2023,113,51.51
2023-04-24,2023,114,72.35
2023-04-25,2023,115,36.02
2023-04-26,2023,116,21.93
2023-04-27,2023,117,32.46
2023-04-28,2023,118,38.83
2023-04-29,2023,119,54.09
2023-04-30,2023,120,39.37
2023-05-01,2023,121,67.07
2023-05-02,2023,122,97.1
2023-05-03,2023,123,78.54
2023-05-04,2023,124,45.15
2023-05-05,2023,125,26.28
2023-05-06,2023,126,42.97
2023-05-07,2023,127,34.21
2023-05-08,2023,128,51.73
2023-05-09,2023,129,23.6
2023-05-10,2023,130,42.69
2023-05-11,2023,131,113.61
2023-05-12,2023,132,33.06
2023-05-13,2023,133,81.64
2023-05-14,2023,134,56.26
2023-05-15,2023,135,16.82
2023-05-16,2023,136,33.11
2023-05-17,2023,137,105.2
2023-05-18,2023,138,38.08
2023-05-19,2023,139,50.5
2023-05-20,2023,140,29.52
2023-05-21,2023,141,61.49
2023-05-22,2023,142,42.41
2023-05-23,2023,143,25.7
2023-05-24,2023,144,32.62
2023-05-25,2023,145,31.08
2023-05-26,2023,146,20.95
2023-05-27,2023,147,49.36
2023-05-28,2023,148,104.24
2023-05-29,2023,149,39.57
2023-05-30,2023,150,28.1
2023-05-31,2023,151,102.57
2023-06-01,2023,152,99.25
2023-06-02,2023,153,16.6
2023-06-03,2023,154,30.57
2023-06-04,2023,155,108.33
2023-06-05,2023,156,93.98
2023-06-06,2023,157,21.11
2023-06-07,2023,158,18.57
2023-06-08,2023,159,25.33
2023-06-09,2023,160,21.18
2023-06-10,2023,161,44.87
2023-06-11,2023,162,91.47
2023-06-12,2023,163,97.84
2023-06-13,2023,164,66.84
2023-06-14,2023,165,90.13
2023-06-15,2023,166,109.0
2023-06-16,2023,167,20.94
2023-06-17,2023,168,22.44
2023-06-18,2023,169,47.45
2023-06-19,2023,170,9.69
2023-06-20,2023,171,5.81
2023-06-21,2023,172,22.15
2023-06-22,2023,173,13.61
2023-06-23,2023,174,28.77
2023-06-24,2023,175,41.37
2023-06-25,2023,176,86.2
2023-06-26,2023,177,20.78
2023-06-27,2023,178,56.26
2023-06-28,2023,179,57.97
2023-06-29,2023,180,57.42
2023-06-30,2023,181,23.74
2023-07-01,2023,182,30.89
2023-07-02,2023,183,39.74
2023-07-03,2023,184,75.55
2023-07-04,2023,185,31.3
2023-07-05,2023,186,113.22
2023-07-06,2023,187,95.19
2023-07-07,2023,188,22.56
2023-07-08,2023,189,45.87
2023-07-09,2023,190,35.97
2023-07-10,2023,191,21.21
2023-07-11,2023,192,15.5
2023-07-12,2023,193,12.16
2023-07-13,2023,194,24.76
2023-07-14,2023,195,30.8
2023-07-15,2023,196,118.9
2023-07-16,2023,197,91.69
2023-07-17,2023,198,62.22
2023-07-18,2023,199,63.22
2023-07-19,2023,200,62.51
2023-07-20,2023,201,71.17
2023-07-21,2023,202,20.67
2023-07-22,2023,203,39.95
2023-07-23,2023,204,102.75
2023-07-24,2023,205,106.99
2023-07-25,2023,206,25.14
2023-07-26,2023,207,19.65
2023-07-27,2023,208,24.11
2023-07-28,2023,209,32.74
2023-07-29,2023,210,73.68
2023-07-30,2023,211,90.88
2023-07-31,2023,212,65.42
2023-08-01,2023,213,95.45
2023-08-02,2023,214,37.88
2023-08-03,2023,215,100.27
2023-08-04,2023,216,29.72
2023-08-05,2023,217,81.12
2023-08-06,2023,218,85.34
2023-08-07,2023,219,10.52
2023-08-08,2023,220,75.81
2023-08-09,2023,221,36.71
2023-08-10,2023,222,68.5
2023-08-11,2023,223,24.37
2023-08-12,2023,224,132.32
2023-08-13,2023,225,48.71
2023-08-14,2023,226,31.67
2023-08-15,2023,227,15.66
2023-08-16,2023,228,32.41
2023-08-17,2023,229,36.22
2023-08-18,2023,230,83.1
2023-08-19,2023,231,37.43
2023-08-20,2023,232,81.42
2023-08-21,2023,233,67.01
2023-08-22,2023,234,32.82
2023-08-23,2023,235,108.48
2023-08-24,2023,236,71.25
2023-08-25,2023,237,13.19
2023-08-26,2023,238,29.19
2023-08-27,2023,239,121.02
2023-08-28,2023,240,31.16
2023-08-29,2023,241,65.21
2023-08-30,2023,242,17.4
2023-08-31,2023,243,32.25
2023-09-01,2023,244,28.23
2023-09-02,2023,245,102.14
2023-09-03,2023,246,82.63
2023-09-04,2023,247,49.96
2023-09-05,2023,248,31.38
2023-09-06,2023,249,33.69
2023-09-07,2023,250,85.31
2023-09-08,2023,251,44.3
2023-09-09,2023,252,55.47
2023-09-10,2023,253,52.96
2023-09-11,2023,254,37.55
2023-09-12,2023,255,37.05
2023-09-13,2023,256,39.28
2023-09-14,2023,257,46.67
2023-09-15,2023,258,28.08
2023-09-16,2023,259,93.31
2023-09-17,2023,260,48.78
2023-09-18,2023,261,122.18
2023-09-19,2023,262,32.29
2023-09-20,2023,263,37.7
2023-09-21,2023,264,109.98
2023-09-22,2023,265,122.09
2023-09-23,2023,266,51.33
2023-09-24,2023,267,52.06
2023-09-25,2023,268,66.83
2023-09-26,2023,269,40.71
2023-09-27,2023,270,117.42
2023-09-28,2023,271,124.34
2023-09-29,2023,272,25.39
2023-09-30,2023,273,49.05
2023-10-01,2023,274,103.29
2023-10-02,2023,275,33.41
2023-10-03,2023,276,36.06
2023-10-04,2023,277,38.7
2023-10-05,2023,278,28.57
2023-10-06,2023,279,78.83
2023-10-07,2023,280,39.95
2023-10-08,2023,281,94.34
2023-10-09,2023,282,112.32
2023-10-10,2023,283,80.5
2023-10-11,2023,284,46.0
2023-10-12,2023,285,35.19
2023-10-13,2023,286,62.72
2023-10-14,2023,287,52.58
2023-10-15,2023,288,58.21
2023-10-16,2023,289,105.07
2023-10-17,2023,290,50.65
2023-10-18,2023,291,47.34
2023-10-19,2023,292,115.01
2023-10-20,2023,293,49.61
2023-10-21,2023,294,49.42
2023-10-22,2023,295,127.13
2023-10-23,2023,296,51.84
2023-10-24,2023,297,114.28
2023-10-25,2023,298,28.82
2023-10-26,2023,299,52.13
2023-10-27,2023,300,46.48
2023-10-28,2023,301,46.8
2023-10-29,2023,302,59.58
2023-10-30,2023,303,26.08
2023-10-31,2023,304,20.48
2023-11-01,2023,305,44.44
2023-11-02,2023,306,40.02
2023-11-03,2023,307,29.62
2023-11-04,2023,308,87.66
2023-11-05,2023,309,118.88
2023-11-06,2023,310,37.66
2023-11-07,2023,311,39.99
2023-11-08,2023,312,8.95
2023-11-09,2023,313,79.46
2023-11-10,2023,314,32.67
2023-11-11,2023,315,53.1
2023-11-12,2023,316,94.08
2023-11-13,2023,317,46.06
2023-11-14,2023,318,45.93
2023-11-15,2023,319,66.15
2023-11-16,2023,320,22.35
2023-11-17,2023,321,80.57
2023-11-18,2023,322,33.71
2023-11-19,2023,323,114.62
2023-11-20,2023,324,27.55
2023-11-21,2023,325,29.93
2023-11-22,2023,326,36.84
2023-11-23,2023,327,47.76
2023-11-24,2023,328,80.39
2023-11-25,2023,329,110.76
2023-11-26,2023,330,121.28
2023-11-27,2023,331,38.77
2023-11-28,2023,332,36.64
2023-11-29,2023,333,46.55
2023-11-30,2023,334,36.35
2023-12-01,2023,335,31.34
2023-12-02,2023,336,78.73
2023-12-03,2023,337,27.19
2023-12-04,2023,338,96.47
2023-12-05,2023,339,10.23
2023-12-06,2023,340,95.22
2023-12-07,2023,341,90.47
2023-12-08,2023,342,19.55
2023-12-09,2023,343,105.39
2023-12-10,2023,344,29.73
2023-12-11,2023,345,29.19
2023-12-12,2023,346,2.72
2023-12-13,2023,347,30.67
2023-12-14,2023,348,71.45
2023-12-15,2023,349,75.37
2023-12-16,2023,350,75.4
2023-12-17,2023,351,35.31
2023-12-18,2023,352,28.4
2023-12-19,2023,353,26.85
2023-12-20,2023,354,85.17
2023-12-21,2023,355,24.52
2023-12-22,2023,356,21.86
2023-12-23,2023,357,108.44
2023-12-24,2023,358,25.38
2023-12-25,2023,359,30.85
2023-12-26,2023,360,12.79
2023-12-27,2023,361,99.83
2023-12-28,2023,362,16.66
2023-12-29,2023,363,63.4
2023-12-30,2023,364,40.31
2023-12-31,2023,365,105.02
2024-01-01,2024,1,80.97
2024-01-02,2024,2,103.09
2024-01-03,2024,3,18.24
2024-01-04,2024,4,30.35
2024-01-05,2024,5,21.73
2024-01-06,2024,6,129.22
2024-01-07,2024,7,53.45
2024-01-08,2024,8,36.49
2024-01-09,2024,9,29.16
2024-01-10,2024,10,74.24
2024-01-11,2024,11,44.44
2024-01-12,2024,12,14.55
2024-01-13,2024,13,84.34
2024-01-14,2024,14,36.99
2024-01-15,2024,15,33.73
2024-01-16,2024,16,98.62
2024-01-17,2024,17,34.04
2024-01-18,2024,18,62.13
2024-01-19,2024,19,15.78
2024-01-20,2024,20,109.27
2024-01-21,2024,21,45.15
2024-01-22,2024,22,32.52
2024-01-23,2024,23,64.98
2024-01-24,2024,24,105.31
2024-01-25,2024,25,3.55
2024-01-26,2024,26,31.12
2024-01-27,2024,27,89.4
2024-01-28,2024,28,87.38
2024-01-29,2024,29,112.64
2024-01-30,2024,30,72.57
2024-01-31,2024,31,39.27
2024-02-01,2024,32,37.93
2024-02-02,2024,33,48.79
2024-02-03,2024,34,71.98
2024-02-04,2024,35,83.57
2024-02-05,2024,36,42.36
2024-02-06,2024,37,103.79
2024-02-07,2024,38,45.43
2024-02-08,2024,39,30.57
2024-02-09,2024,40,44.57
2024-02-10,2024,41,119.36
2024-02-11,2024,42,51.31
2024-02-12,2024,43,46.0
2024-02-13,2024,44,82.96
2024-02-14,2024,45,119.4
2024-02-15,2024,46,25.26
2024-02-16,2024,47,32.76
2024-02-17,2024,48,61.01
2024-02-18,2024,49,84.12
2024-02-19,2024,50,25.29
2024-02-20,2024,51,105.4
2024-02-21,2024,52,25.21
2024-02-22,2024,53,82.18
2024-02-23,2024,54,34.83
2024-02-24,2024,55,62.28
2024-02-25,2024,56,57.53
2024-02-26,2024,57,32.73
2024-02-27,2024,58,72.9
2024-02-28,2024,59,39.37
2024-02-29,2024,60,36.43
2024-03-01,2024,61,45.7
2024-03-02,2024,62,66.18
2024-03-03,2024,63,45.57
2024-03-04,2024,64,40.6
2024-03-05,2024,65,35.14
2024-03-06,2024,66,30.97
2024-03-07,2024,67,75.54
2024-03-08,2024,68,103.98
2024-03-09,2024,69,39.38
2024-03-10,2024,70,130.72
2024-03-11,2024,71,82.23
2024-03-12,2024,72,28.01
2024-03-13,2024,73,36.02
2024-03-14,2024,74,32.19
2024-03-15,2024,75,45.97
2024-03-16,2024,76,48.75
2024-03-17,2024,77,39.12
2024-03-18,2024,78,29.45
2024-03-19,2024,79,21.52
2024-03-20,2024,80,39.88
2024-03-21,2024,81,41.32
2024-03-22,2024,82,26.66
2024-03-23,2024,83,133.8
2024-03-24,2024,84,53.1
2024-03-25,2024,85,36.58
2024-03-26,2024,86,30.87
2024-03-27,2024,87,42.03
2024-03-28,2024,88,31.61
2024-03-29,2024,89,111.69
2024-03-30,2024,90,43.35
2024-03-31,2024,91,88.84
2024-04-01,2024,92,108.36
2024-04-02,2024,93,65.93
2024-04-03,2024,94,81.82
2024-04-04,2024,95,26.5
2024-04-05,2024,96,40.43
2024-04-06,2024,97,52.78
2024-04-07,2024,98,55.94
2024-04-08,2024,99,41.52
2024-04-09,2024,100,45.0
2024-04-10,2024,101,35.38
2024-04-11,2024,102,113.07
2024-04-12,2024,103,116.08
2024-04-13,2024,104,56.82
2024-04-14,2024,105,38.62
2024-04-15,2024,106,82.62
2024-04-16,2024,107,20.96
2024-04-17,2024,108,45.82
2024-04-18,2024,109,32.41
2024-04-19,2024,110,38.94
2024-04-20,2024,111,63.29
2024-04-21,2024,112,48.66
2024-04-22,2024,113,47.44
2024-04-23,2024,114,44.78
2024-04-24,2024,115,39.67
2024-04-25,2024,116,45.19
2024-04-26,2024,117,36.84
2024-04-27,2024,118,52.48
2024-04-28,2024,119,48.59
2024-04-29,2024,120,39.42
2024-04-30,2024,121,45.71
2024-05-01,2024,122,33.31
2024-05-02,2024,123,22.27
2024-05-03,2024,124,119.07
2024-05-04,2024,125,44.25
2024-05-05,2024,126,120.25
2024-05-06,2024,127,43.4
2024-05-07,2024,128,43.44
2024-05-08,2024,129,33.23
2024-05-09,2024,130,36.23
2024-05-10,2024,131,111.07
2024-05-11,2024,132,47.7
2024-05-12,2024,133,41.31
2024-05-13,2024,134,36.08
2024-05-14,2024,135,36.27
2024-05-15,2024,136,31.44
2024-05-16,2024,137,25.49
2024-05-17,2024,138,44.24
2024-05-18,2024,139,110.83
2024-05-19,2024,140,96.48
2024-05-20,2024,141,41.77
2024-05-21,2024,142,50.16
2024-05-22,2024,143,38.35
2024-05-23,2024,144,30.96
2024-05-24,2024,145,36.92
2024-05-25,2024,146,63.63
2024-05-26,2024,147,99.67
2024-05-27,2024,148,34.18
2024-05-28,2024,149,38.43
2024-05-29,2024,150,33.6
2024-05-30,2024,151,80.73
2024-05-31,2024,152,35.97
2024-06-01,2024,153,116.2
2024-06-02,2024,154,116.97
2024-06-03,2024,155,75.87
2024-06-04,2024,156,19.97
2024-06-05,2024,157,3.9
2024-06-06,2024,158,90.88
2024-06-07,2024,159,12.25
2024-06-08,2024,160,36.81
2024-06-09,2024,161,39.15
2024-06-10,2024,162,71.0
2024-06-11,2024,163,32.87
2024-06-12,2024,164,78.03
2024-06-13,2024,165,19.14
2024-06-14,2024,166,15.36
2024-06-15,2024,167,36.09
2024-06-16,2024,168,28.59
2024-06-17,2024,169,91.37
2024-06-18,2024,170,90.62
2024-06-19,2024,171,35.5
2024-06-20,2024,172,16.34
2024-06-21,2024,173,25.26
2024-06-22,2024,174,36.94
2024-06-23,2024,175,105.39
2024-06-24,2024,176,16.93
2024-06-25,2024,177,19.46
2024-06-26,2024,178,19.92
2024-06-27,2024,179,23.52
2024-06-28,2024,180,90.94
2024-06-29,2024,181,34.1
2024-06-30,2024,182,38.39
2024-07-01,2024,183,25.02
2024-07-02,2024,184,95.65
2024-07-03,2024,185,33.15
2024-07-04,2024,186,21.3
2024-07-05,2024,187,107.76
2024-07-06,2024,188,115.19
2024-07-07,2024,189,82.44
2024-07-08,2024,190,77.37
2024-07-09,2024,191,105.41
2024-07-10,2024,192,21.79
2024-07-11,2024,193,70.88
2024-07-12,2024,194,98.29
2024-07-13,2024,195,38.33
2024-07-14,2024,196,35.76
2024-07-15,2024,197,67.46
2024-07-16,2024,198,20.53
2024-07-17,2024,199,63.21
2024-07-18,2024,200,24.43
2024-07-19,2024,201,15.64
2024-07-20,2024,202,69.74
2024-07-21,2024,203,30.77
2024-07-22,2024,204,27.53
2024-07-23,2024,205,37.71
2024-07-24,2024,206,60.87
2024-07-25,2024,207,19.98
2024-07-26,2024,208,38.51
2024-07-27,2024,209,59.38
2024-07-28,2024,210,25.29
2024-07-29,2024,211,93.29
2024-07-30,2024,212,15.81
2024-07-31,2024,213,68.69
2024-08-01,2024,214,25.04
2024-08-02,2024,215,22.97
2024-08-03,2024,216,44.73
2024-08-04,2024,217,34.09
2024-08-05,2024,218,65.07
2024-08-06,2024,219,12.42
2024-08-07,2024,220,26.57
2024-08-08,2024,221,42.03
2024-08-09,2024,222,75.46
2024-08-10,2024,223,111.58
2024-08-11,2024,224,27.78
2024-08-12,2024,225,33.18
2024-08-13,2024,226,21.75
2024-08-14,2024,227,94.94
2024-08-15,2024,228,17.25
2024-08-16,2024,229,32.59
2024-08-17,2024,230,112.15
2024-08-18,2024,231,38.64
2024-08-19,2024,232,96.34
2024-08-20,2024,233,17.0
2024-08-21,2024,234,31.54
2024-08-22,2024,235,106.25
2024-08-23,2024,236,34.87
2024-08-24,2024,237,114.37
2024-08-25,2024,238,80.32
2024-08-26,2024,239,21.12
2024-08-27,2024,240,36.46
2024-08-28,2024,241,93.61
2024-08-29,2024,242,12.67
2024-08-30,2024,243,22.67
2024-08-31,2024,244,46.81
2024-09-01,2024,245,44.7
2024-09-02,2024,246,32.14
2024-09-03,2024,247,99.64
2024-09-04,2024,248,82.32
2024-09-05,2024,249,40.54
2024-09-06,2024,250,24.62
2024-09-07,2024,251,52.91
2024-09-08,2024,252,129.12
2024-09-09,2024,253,105.88
2024-09-10,2024,254,33.71
2024-09-11,2024,255,46.67
2024-09-12,2024,256,44.89
2024-09-13,2024,257,27.34
2024-09-14,2024,258,46.56
2024-09-15,2024,259,60.6
2024-09-16,2024,260,49.5
2024-09-17,2024,261,24.05
2024-09-18,2024,262,36.84
2024-09-19,2024,263,117.35
2024-09-20,2024,264,29.44
2024-09-21,2024,265,52.22
2024-09-22,2024,266,53.22
2024-09-23,2024,267,31.82
2024-09-24,2024,268,30.95
2024-09-25,2024,269,34.68
2024-09-26,2024,270,42.33
2024-09-27,2024,271,26.42
2024-09-28,2024,272,42.2
2024-09-29,2024,273,57.21
2024-09-30,2024,274,40.65
2024-10-01,2024,275,36.52
2024-10-02,2024,276,100.15
2024-10-03,2024,277,25.51
2024-10-04,2024,278,47.43
2024-10-05,2024,279,37.05
2024-10-06,2024,280,41.55
2024-10-07,2024,281,85.54
2024-10-08,2024,282,45.7
2024-10-09,2024,283,36.27
2024-10-10,2024,284,33.69
2024-10-11,2024,285,126.41
2024-10-12,2024,286,53.32
2024-10-13,2024,287,119.61
2024-10-14,2024,288,35.94
2024-10-15,2024,289,38.4
2024-10-16,2024,290,36.02
2024-10-17,2024,291,32.4
2024-10-18,2024,292,17.93
2024-10-19,2024,293,108.13
2024-10-20,2024,294,43.77
2024-10-21,2024,295,28.31
2024-10-22,2024,296,32.82
2024-10-23,2024,297,41.98
2024-10-24,2024,298,38.7
2024-10-25,2024,299,25.24
2024-10-26,2024,300,47.91
2024-10-27,2024,301,120.2
2024-10-28,2024,302,38.75
2024-10-29,2024,303,37.82
2024-10-30,2024,304,19.63
2024-10-31,2024,305,85.77
2024-11-01,2024,306,23.81
2024-11-02,2024,307,44.51
2024-11-03,2024,308,48.83
2024-11-04,2024,309,28.26
2024-11-05,2024,310,30.66
2024-11-06,2024,311,34.46
2024-11-07,2024,312,36.98
2024-11-08,2024,313,35.71
2024-11-09,2024,314,58.5
2024-11-10,2024,315,89.76
2024-11-11,2024,316,30.39
2024-11-12,2024,317,30.24
2024-11-13,2024,318,72.8
2024-11-14,2024,319,19.81
2024-11-15,2024,320,40.68
2024-11-16,2024,321,42.67
2024-11-17,2024,322,49.74
2024-11-18,2024,323,39.87
2024-11-19,2024,324,122.39
2024-11-20,2024,325,108.31
2024-11-21,2024,326,29.74
2024-11-22,2024,327,38.3
2024-11-23,2024,328,60.27
2024-11-24,2024,329,125.96
2024-11-25,2024,330,45.47
2024-11-26,2024,331,38.67
2024-11-27,2024,332,36.71
2024-11-28,2024,333,120.84
2024-11-29,2024,334,85.33
2024-11-30,2024,335,57.24
2024-12-01,2024,336,37.99
2024-12-02,2024,337,22.99
2024-12-03,2024,338,20.42
2024-12-04,2024,339,15.43
2024-12-05,2024,340,31.22
2024-12-06,2024,341,22.66
2024-12-07,2024,342,58.82
2024-12-08,2024,343,37.07
2024-12-09,2024,344,115.23
2024-12-10,2024,345,100.5
2024-12-11,2024,346,87.43
2024-12-12,2024,347,14.47
2024-12-13,2024,348,27.91
2024-12-14,2024,349,38.8
2024-12-15,2024,350,31.5
2024-12-16,2024,351,57.44
2024-12-17,2024,352,26.42
2024-12-18,2024,353,31.0
2024-12-19,2024,354,108.35
2024-12-20,2024,355,16.73
2024-12-21,2024,356,39.72
2024-12-22,2024,357,41.35
2024-12-23,2024,358,21.86
2024-12-24,2024,359,20.05
2024-12-25,2024,360,29.88
2024-12-26,2024,361,61.14
2024-12-27,2024,362,102.19
2024-12-28,2024,363,112.08
2024-12-29,2024,364,23.52
2024-12-30,2024,365,34.38
2024-12-31,2024,366,19.24
2025-01-01,2025,1,103.97
2025-01-02,2025,2,21.28
2025-01-03,2025,3,21.12
2025-01-04,2025,4,41.46
2025-01-05,2025,5,83.42
2025-01-06,2025,6,26.73
2025-01-07,2025,7,23.95
2025-01-08,2025,8,71.34
2025-01-09,2025,9,27.39
2025-01-10,2025,10,36.48
2025-01-11,2025,11,55.32
2025-01-12,2025,12,89.71
2025-01-13,2025,13,44.37
2025-01-14,2025,14,87.38
2025-01-15,2025,15,72.43
2025-01-16,2025,16,35.85
2025-01-17,2025,17,36.31
2025-01-18,2025,18,39.61
2025-01-19,2025,19,116.52
2025-01-20,2025,20,31.22
2025-01-21,2025,21,24.3
2025-01-22,2025,22,13.9
2025-01-23,2025,23,28.61
2025-01-24,2025,24,24.68
2025-01-25,2025,25,35.22
2025-01-26,2025,26,103.06
2025-01-27,2025,27,71.54
2025-01-28,2025,28,22.89
2025-01-29,2025,29,29.19
2025-01-30,2025,30,29.19
2025-01-31,2025,31,28.04
2025-02-01,2025,32,55.93
2025-02-02,2025,33,48.98
2025-02-03,2025,34,38.63
2025-02-04,2025,35,44.4
2025-02-05,2025,36,38.44
2025-02-06,2025,37,25.03
2025-02-07,2025,38,50.34
2025-02-08,2025,39,85.23
2025-02-09,2025,40,135.05
2025-02-10,2025,41,31.97
2025-02-11,2025,42,31.07
2025-02-12,2025,43,45.96
2025-02-13,2025,44,88.84
2025-02-14,2025,45,108.81
2025-02-15,2025,46,90.98
2025-02-16,2025,47,63.06
2025-02-17,2025,48,113.14
2025-02-18,2025,49,39.17
2025-02-19,2025,50,96.91
2025-02-20,2025,51,129.31
2025-02-21,2025,52,29.79
2025-02-22,2025,53,30.73
2025-02-23,2025,54,54.8
2025-02-24,2025,55,35.05
2025-02-25,2025,56,43.79
2025-02-26,2025,57,42.2
2025-02-27,2025,58,23.14
2025-02-28,2025,59,39.32
2025-03-01,2025,60,110.74
2025-03-02,2025,61,85.17
2025-03-03,2025,62,15.77
2025-03-04,2025,63,111.84
2025-03-05,2025,64,32.18
2025-03-06,2025,65,47.07
2025-03-07,2025,66,112.69
2025-03-08,2025,67,40.83
2025-03-09,2025,68,48.11
2025-03-10,2025,69,33.96
2025-03-11,2025,70,97.69
2025-03-12,2025,71,24.29
2025-03-13,2025,72,45.14
2025-03-14,2025,73,29.86
2025-03-15,2025,74,79.52
2025-03-16,2025,75,91.15
2025-03-17,2025,76,78.04
2025-03-18,2025,77,22.04
2025-03-19,2025,78,35.06
2025-03-20,2025,79,97.43
2025-03-21,2025,80,107.56
2025-03-22,2025,81,126.24
2025-03-23,2025,82,129.94
2025-03-24,2025,83,38.76
2025-03-25,2025,84,38.17
2025-03-26,2025,85,111.14
2025-03-27,2025,86,38.35
2025-03-28,2025,87,42.83
2025-03-29,2025,88,85.63
2025-03-30,2025,89,80.36
2025-03-31,2025,90,39.84
2025-04-01,2025,91,47.88
2025-04-02,2025,92,44.48
2025-04-03,2025,93,46.68
2025-04-04,2025,94,37.26
2025-04-05,2025,95,106.73
2025-04-06,2025,96,47.31
2025-04-07,2025,97,32.8
2025-04-08,2025,98,26.04
2025-04-09,2025,99,25.92
2025-04-10,2025,100,25.64
2025-04-11,2025,101,109.01
2025-04-12,2025,102,86.89
2025-04-13,2025,103,81.74
2025-04-14,2025,104,86.99
2025-04-15,2025,105,47.25
2025-04-16,2025,106,106.92
2025-04-17,2025,107,37.96
2025-04-18,2025,108,102.25
2025-04-19,2025,109,68.01
2025-04-20,2025,110,38.49
2025-04-21,2025,111,36.43
2025-04-22,2025,112,112.48
2025-04-23,2025,113,24.54
2025-04-24,2025,114,33.73
2025-04-25,2025,115,68.23
2025-04-26,2025,116,53.0
2025-04-27,2025,117,126.97
2025-04-28,2025,118,32.36
2025-04-29,2025,119,27.91
2025-04-30,2025,120,37.64
2025-05-01,2025,121,30.23
2025-05-02,2025,122,28.0
2025-05-03,2025,123,47.44
2025-05-04,2025,124,54.36
2025-05-05,2025,125,36.88
2025-05-06,2025,126,112.45
2025-05-07,2025,127,28.2
2025-05-08,2025,128,37.41
2025-05-09,2025,129,32.52
2025-05-10,2025,130,31.46
2025-05-11,2025,131,50.99
2025-05-12,2025,132,23.34
2025-05-13,2025,133,51.41
2025-05-14,2025,134,113.44
2025-05-15,2025,135,48.26
2025-05-16,2025,136,100.47
2025-05-17,2025,137,35.05
2025-05-18,2025,138,135.28
2025-05-19,2025,139,27.68
2025-05-20,2025,140,32.78
2025-05-21,2025,141,118.14
2025-05-22,2025,142,37.58
2025-05-23,2025,143,58.95
2025-05-24,2025,144,45.01
2025-05-25,2025,145,47.82
2025-05-26,2025,146,66.25
2025-05-27,2025,147,28.83
2025-05-28,2025,148,37.94
2025-05-29,2025,149,33.2
2025-05-30,2025,150,38.67
2025-05-31,2025,151,40.2
2025-06-01,2025,152,26.62
2025-06-02,2025,153,12.66
2025-06-03,2025,154,69.34
2025-06-04,2025,155,55.22
2025-06-05,2025,156,77.23
2025-06-06,2025,157,12.29
2025-06-07,2025,158,16.57
2025-06-08,2025,159,108.16
2025-06-09,2025,160,71.32
2025-06-10,2025,161,64.89
2025-06-11,2025,162,15.75
2025-06-12,2025,163,69.06
2025-06-13,2025,164,85.46
2025-06-14,2025,165,38.65
2025-06-15,2025,166,77.32
2025-06-16,2025,167,22.26
2025-06-17,2025,168,19.38
2025-06-18,2025,169,22.61
2025-06-19,2025,170,28.1
2025-06-20,2025,171,30.13
2025-06-21,2025,172,30.39
2025-06-22,2025,173,41.24
2025-06-23,2025,174,13.51
2025-06-24,2025,175,24.51
2025-06-25,2025,176,40.14
2025-06-26,2025,177,69.61
2025-06-27,2025,178,31.12
2025-06-28,2025,179,105.54
2025-06-29,2025,180,84.72
2025-06-30,2025,181,17.39
2025-07-01,2025,182,16.47
2025-07-02,2025,183,27.79
2025-07-03,2025,184,29.37
2025-07-04,2025,185,25.42
2025-07-05,2025,186,93.81
2025-07-06,2025,187,68.59
2025-07-07,2025,188,21.12
2025-07-08,2025,189,9.37
2025-07-09,2025,190,29.15
2025-07-10,2025,191,15.41
2025-07-11,2025,192,22.03
2025-07-12,2025,193,46.73
2025-07-13,2025,194,20.18
2025-07-14,2025,195,54.06
2025-07-15,2025,196,19.26
2025-07-16,2025,197,24.84
2025-07-17,2025,198,24.84
2025-07-18,2025,199,10.52
2025-07-19,2025,200,21.3
2025-07-20,2025,201,40.73
2025-07-21,2025,202,14.47
2025-07-22,2025,203,73.15
